participant_id,n_rows,steps_mean,steps_median,steps_std,steps_pct_zero,date_min,date_max,date_span_days,minute_sum_mean,minute_sum_median,minute_sum_min,minute_sum_max
55,13,666.3076923076923,271.0,822.1953726269874,0.0,2022-06-19,2023-03-11,265,1407.0,1440.0,1200.0,1440.0
2106,14,10766.642857142857,9829.5,4756.794518728614,0.0,2023-06-27,2024-06-30,369,1424.7857142857142,1440.0,1274.0,1440.0
2162,14,4381.214285714285,4204.5,2072.9679272657663,0.0,2023-06-28,2024-07-04,372,1362.2857142857142,1419.5,1201.0,1440.0
78,15,706.4,253.0,1473.6048510855471,0.0,2022-06-27,2022-10-01,96,1428.2,1440.0,1263.0,1440.0
2113,16,10696.75,10891.5,5079.460358476414,0.0,2023-06-29,2023-09-19,82,1305.6875,1263.5,1206.0,1440.0
2154,16,4707.125,4415.0,2689.7727010536287,0.0,2023-06-27,2024-07-11,380,1416.625,1440.0,1284.0,1440.0
2115,16,10195.0,12231.0,5442.684705179972,0.0,2023-06-28,2024-05-27,334,1295.4375,1253.5,1203.0,1440.0
114,16,3725.3125,3039.0,2839.792990548196,0.0,2022-06-15,2022-08-28,74,1429.4375,1440.0,1271.0,1440.0
68,17,8915.35294117647,11243.0,5790.634841504605,5.88235294117647,2022-06-14,2022-11-13,152,1413.3529411764705,1440.0,1251.0,1440.0
2123,18,8666.777777777777,9828.5,4391.885975102343,5.555555555555555,2023-07-12,2024-07-12,366,1385.0,1440.0,1217.0,1440.0
79,18,6735.277777777777,6917.5,2858.142605538564,0.0,2022-06-16,2022-09-19,95,1398.7777777777778,1440.0,1207.0,1440.0
2006,18,3730.3888888888887,3967.0,2236.377878700259,0.0,2023-06-29,2023-08-04,36,1432.7222222222222,1440.0,1331.0,1440.0
118,18,4155.388888888889,3753.0,2473.671363851688,0.0,2022-06-16,2023-05-13,331,1351.7777777777778,1440.0,1200.0,1440.0
88,19,5682.263157894737,5428.0,4353.706503175136,0.0,2022-06-22,2022-12-09,170,1436.578947368421,1440.0,1375.0,1440.0
112,19,1070.7368421052631,1167.0,1025.5201304760897,0.0,2022-06-15,2022-09-19,96,1375.842105263158,1395.0,1240.0,1440.0
32,19,3924.0,4254.0,2235.291529582265,0.0,2022-07-03,2022-08-03,31,1393.0526315789473,1440.0,1220.0,1440.0
49,20,6056.85,5078.0,4358.76686176987,0.0,2022-06-17,2023-07-02,380,1407.0,1440.0,1220.0,1440.0
2031,20,6129.1,6161.5,4389.385748898309,0.0,2023-06-30,2025-01-05,555,1361.0,1440.0,1204.0,1440.0
2038,21,6820.809523809524,5288.0,4257.35698079275,4.761904761904762,2023-06-26,2024-01-17,205,1419.7619047619048,1440.0,1226.0,1440.0
2029,21,7539.809523809524,7181.0,3590.402632283009,0.0,2023-06-28,2023-09-13,77,1429.3809523809523,1440.0,1298.0,1440.0
94,21,7114.285714285715,6444.0,3461.066846260805,0.0,2022-06-13,2023-07-01,383,1424.952380952381,1440.0,1246.0,1440.0
41,21,8970.047619047618,8917.0,3669.4725026383626,0.0,2022-06-17,2023-06-25,373,1440.0,1440.0,1440.0,1440.0
2049,22,7141.181818181818,5713.5,5443.108308733721,0.0,2023-09-30,2024-07-04,278,1394.6818181818182,1440.0,1214.0,1440.0
115,22,2690.909090909091,2198.0,1828.299519826862,0.0,2022-06-15,2023-06-28,378,1405.7272727272727,1440.0,1200.0,1440.0
2137,23,4530.391304347826,5191.0,2878.733508445723,0.0,2023-08-04,2024-04-28,268,1430.0869565217392,1440.0,1342.0,1440.0
2142,23,9107.91304347826,9352.0,5152.528231258228,0.0,2023-06-28,2024-07-11,379,1325.8695652173913,1310.0,1200.0,1440.0
2032,24,6581.208333333333,7821.0,4274.444280983423,0.0,2023-08-24,2024-04-24,244,1428.0,1440.0,1291.0,1440.0
2138,25,2345.12,892.0,3540.1488471531816,0.0,2023-06-28,2023-09-12,76,1440.0,1440.0,1440.0,1440.0
2102,26,6687.7307692307695,6109.5,3707.551079164707,0.0,2023-06-26,2024-07-11,381,1398.3076923076924,1440.0,1235.0,1440.0
58,27,9693.888888888889,9855.0,3475.2354246022323,0.0,2022-06-15,2023-05-26,345,1390.0,1440.0,1258.0,1440.0
2013,27,5842.111111111111,3915.0,4901.870101010377,0.0,2023-07-06,2024-07-10,370,1408.7407407407406,1440.0,1260.0,1440.0
2110,28,6474.75,6648.5,4021.705945611012,0.0,2023-06-29,2024-06-24,361,1437.428571428571,1440.0,1368.0,1440.0
84,28,2569.5,1649.5,2104.8838359783567,0.0,2022-06-19,2023-01-02,197,1368.2142857142858,1440.0,1205.0,1440.0
